date,part_id,sales_quantity
2023-06,GHP006,180
2023-07,GHP006,176
2023-08,GHP006,176
2023-09,GHP006,173
2023-10,GHP006,176
2023-11,GHP006,176
2023-12,GHP006,185
2024-01,GHP006,176
2024-02,GHP006,176
2024-03,GHP006,172
2024-04,GHP006,176
2024-05,GHP006,176
2024-06,GHP006,187
2024-07,GHP006,176
2024-08,GHP006,176
2024-09,GHP006,187
2024-10,GHP006,176
2022-11,GHP007,180
2022-12,GHP007,178
2022-12,GHP007,178
2023-01,GHP007,180
2023-03,GHP007,169
2023-03,GHP007,169
2023-04,GHP007,180
2023-05,GHP007,180
2023-06,GHP007,184
2023-07,GHP007,180
2023-08,GHP007,180
2023-09,GHP007,177
2023-10,GHP007,180
2023-11,GHP007,180
2023-12,GHP007,189
2024-01,GHP007,180
2024-02,GHP007,180
2024-03,GHP007,176
2024-04,GHP007,180
2024-05,GHP007,180
2024-06,GHP007,191
2024-07,GHP007,180
2024-08,GHP007,180
2024-09,GHP007,192
2024-10,GHP007,180
2022-11,GHP008,156
2022-12,GHP008,154
2022-12,GHP008,154
2023-01,GHP008,156
2023-03,GHP008,147
2023-03,GHP008,147
2023-04,GHP008,156
2023-05,GHP008,156
2023-06,GHP008,160
2023-07,GHP008,156
2023-08,GHP008,156
2023-09,GHP008,154
2023-10,GHP008,156
2023-11,GHP008,156
2023-12,GHP008,164
2024-01,GHP008,156
2024-02,GHP008,156
2024-03,GHP008,153
2024-04,GHP008,156
2024-05,GHP008,156
2024-06,GHP008,165
2024-07,GHP008,156
2024-08,GHP008,156
2024-09,GHP008,166
2024-10,GHP008,156
2022-11,NHP009,154
2022-12,NHP009,152
2022-12,NHP009,152
2023-01,NHP009,154
2023-03,NHP009,145
2023-03,NHP009,145
2023-04,NHP009,154
2023-05,NHP009,154
2023-06,NHP009,158
2023-07,NHP009,154
2023-08,NHP009,154
2023-09,NHP009,152
2023-10,NHP009,154
2023-11,NHP009,154
2023-12,NHP009,161
2024-01,NHP009,154
2024-02,NHP009,154
2024-03,NHP009,151
2024-04,NHP009,154
2024-05,NHP009,154
2024-06,NHP009,163
2024-07,NHP009,154
2024-08,NHP009,154
2024-09,NHP009,164
2024-10,NHP009,154
2022-11,NHP010,276
2022-12,NHP010,273
2022-12,NHP010,273
2023-01,NHP010,276
2023-03,NHP010,260
2023-03,NHP010,260
2023-04,NHP010,276
2023-05,NHP010,276
2023-06,NHP010,283
2023-07,NHP010,276
2023-08,NHP010,276
2023-09,NHP010,272
2023-10,NHP010,276
2023-11,NHP010,276
2023-12,NHP010,290
2024-01,NHP010,276
2024-02,NHP010,276
2024-03,NHP010,270
2024-04,NHP010,276
2024-05,NHP010,276
2024-06,NHP010,293
2024-07,NHP010,276
2024-08,NHP010,276
2024-09,NHP010,294
2024-10,NHP010,276
2022-11,NHP011,197
2022-12,NHP011,195
2022-12,NHP011,195
2023-01,NHP011,197
2023-03,NHP011,185
2023-03,NHP011,185
2023-04,NHP011,197
2023-05,NHP011,197
2023-06,NHP011,202
2023-07,NHP011,197
2023-08,NHP011,197
2023-09,NHP011,194
2023-10,NHP011,197
2023-11,NHP011,197
2023-12,NHP011,207
2024-01,NHP011,197
2024-02,NHP011,197
2024-03,NHP011,193
2024-04,NHP011,197
2024-05,NHP011,197
2024-06,NHP011,209
2024-07,NHP011,197
2024-08,NHP011,197
2024-09,NHP011,210
2024-10,NHP011,197
2022-11,NHP012,88
2022-12,NHP012,87
2022-12,NHP012,87
2023-01,NHP012,88
2023-03,NHP012,82
2023-03,NHP012,82
2023-04,NHP012,88
2023-05,NHP012,88
2023-06,NHP012,90
2023-07,NHP012,88
2023-08,NHP012,88
2023-09,NHP012,86
2023-10,NHP012,88
2023-11,NHP012,88
2023-12,NHP012,92
2024-01,NHP012,88
2024-02,NHP012,88
2024-03,NHP012,86
2024-04,NHP012,88
2024-05,NHP012,88
2024-06,NHP012,93
2024-07,NHP012,88
2024-08,NHP012,88
2024-09,NHP012,93
2024-10,NHP012,88
2022-11,DHP013,107
2022-12,DHP013,105
2022-12,DHP013,105
2023-01,DHP013,107
2023-03,DHP013,100
2023-03,DHP013,100
2023-04,DHP013,107
2023-05,DHP013,107
2023-06,DHP013,109
2023-07,DHP013,107
2023-08,DHP013,107
2023-09,DHP013,105
2023-10,DHP013,107
2023-11,DHP013,107
2023-12,DHP013,112
2024-01,DHP013,107
2024-02,DHP013,107
2024-03,DHP013,104
2024-04,DHP013,107
2024-05,DHP013,107
2024-06,DHP013,113
2024-07,DHP013,107
2024-08,DHP013,107
2024-09,DHP013,114
2024-10,DHP013,107
2022-11,DHP014,72
2022-12,DHP014,71
2022-12,DHP014,71
2023-01,DHP014,72
2023-03,DHP014,67
2023-03,DHP014,67
2023-04,DHP014,72
2023-05,DHP014,72
2023-06,DHP014,73
2023-07,DHP014,72
2023-08,DHP014,72
2023-09,DHP014,71
2023-10,DHP014,72
2023-11,DHP014,72
2023-12,DHP014,75
2024-01,DHP014,72
2024-02,DHP014,72
2024-03,DHP014,70
2024-04,DHP014,72
2024-05,DHP014,72
2024-06,DHP014,76
2024-07,DHP014,72
2024-08,DHP014,72
2024-09,DHP014,76
2024-10,DHP014,72
2022-11,DHP015,289
2022-12,DHP015,286
2022-12,DHP015,286
2023-01,DHP015,289
2023-03,DHP015,272
2023-03,DHP015,272
2023-04,DHP015,289
2023-05,DHP015,289
2023-06,DHP015,297
2023-07,DHP015,289
2023-08,DHP015,289
2023-09,DHP015,285
2023-10,DHP015,289
2023-11,DHP015,289
2023-12,DHP015,300
2024-01,DHP015,289
2024-02,DHP015,289
2024-03,DHP015,283
2024-04,DHP015,289
2024-05,DHP015,289
2024-06,DHP015,300
2024-07,DHP015,289
2024-08,DHP015,289
2024-09,DHP015,300
2024-10,DHP015,289
2022-11,DHP016,106
2022-12,DHP016,104
2022-12,DHP016,104
2023-01,DHP016,106
2023-03,DHP016,99
2023-03,DHP016,99
2023-04,DHP016,106
2023-05,DHP016,106
2023-06,DHP016,108
2023-07,DHP016,106
2023-08,DHP016,106
2023-09,DHP016,104
2023-10,DHP016,106
2023-11,DHP016,106
2023-12,DHP016,111
2024-01,DHP016,106
2024-02,DHP016,106
2024-03,DHP016,103
2024-04,DHP016,106
2024-05,DHP016,106
2024-06,DHP016,112
2024-07,DHP016,106
2024-08,DHP016,106
2024-09,DHP016,113
2024-10,DHP016,106
2022-11,DHP017,143
2022-12,DHP017,141
2022-12,DHP017,141
2023-01,DHP017,143
2023-03,DHP017,134
2023-03,DHP017,134
2023-04,DHP017,143
2023-05,DHP017,143
2023-06,DHP017,146
2023-07,DHP017,143
2023-08,DHP017,143
2023-09,DHP017,141
2023-10,DHP017,143
2023-11,DHP017,143
2023-12,DHP017,150
2024-01,DHP017,143
2024-02,DHP017,143
2024-03,DHP017,140
2024-04,DHP017,143
2024-05,DHP017,143
2024-06,DHP017,151
2024-07,DHP017,143
2024-08,DHP017,143
2024-09,DHP017,152
2024-10,DHP017,143
2022-11,DHP018,144
2022-12,DHP018,142
2022-12,DHP018,142
2023-01,DHP018,144
2023-03,DHP018,135
2023-03,DHP018,135
2023-04,DHP018,144
2023-05,DHP018,144
2023-06,DHP018,147
2023-07,DHP018,144
2023-08,DHP018,144
2023-09,DHP018,142
2023-10,DHP018,144
2023-11,DHP018,144
2023-12,DHP018,151
2024-01,DHP018,144
2024-02,DHP018,144
2024-03,DHP018,141
2024-04,DHP018,144
2024-05,DHP018,144
2024-06,DHP018,153
2024-07,DHP018,144
2024-08,DHP018,144
2024-09,DHP018,153
2024-10,DHP018,144
2022-11,DHP019,144
2022-12,DHP019,142
2022-12,DHP019,142
2023-01,DHP019,144
2023-03,DHP019,135
2023-03,DHP019,135
2023-04,DHP019,144
2023-05,DHP019,144
2023-06,DHP019,147
2023-07,DHP019,144
2023-08,DHP019,144
2023-09,DHP019,142
2023-10,DHP019,144
2023-11,DHP019,144
2023-12,DHP019,151
2024-01,DHP019,144
2024-02,DHP019,144
2024-03,DHP019,141
2024-04,DHP019,144
2024-05,DHP019,144
2024-06,DHP019,153
2024-07,DHP019,144
2024-08,DHP019,144
2024-09,DHP019,153
2024-10,DHP019,144
2022-11,DHP020,107
2022-12,DHP020,105
2022-12,DHP020,105
2023-01,DHP020,107
2023-03,DHP020,100
2023-03,DHP020,100
2023-04,DHP020,107
2023-05,DHP020,107
2023-06,DHP020,109
2023-07,DHP020,107
2023-08,DHP020,107
2023-09,DHP020,105
2023-10,DHP020,107
2023-11,DHP020,107
2023-12,DHP020,112
2024-01,DHP020,107
2024-02,DHP020,107
2024-03,DHP020,104
2024-04,DHP020,107
2024-05,DHP020,107
2024-06,DHP020,113
2024-07,DHP020,107
2024-08,DHP020,107
2024-09,DHP020,114
2024-10,DHP020,107
2022-11,DHP021,266
2022-12,DHP021,263
2022-12,DHP021,263
2023-01,DHP021,266
2023-03,DHP021,250
2023-03,DHP021,250
2023-04,DHP021,266
2023-05,DHP021,266
2023-06,DHP021,273
2023-07,DHP021,266
2023-08,DHP021,266
2023-09,DHP021,262
2023-10,DHP021,266
2023-11,DHP021,266
2023-12,DHP021,279
2024-01,DHP021,266
2024-02,DHP021,266
2024-03,DHP021,260
2024-04,DHP021,266
2024-05,DHP021,266
2024-06,DHP021,282
2024-07,DHP021,266
2024-08,DHP021,266
2024-09,DHP021,283
2024-10,DHP021,266
2022-11,DHP022,186
2022-12,DHP022,184
2022-12,DHP022,184
2023-01,DHP022,186
2023-03,DHP022,175
2023-03,DHP022,175
2023-04,DHP022,186
2023-05,DHP022,186
2023-06,DHP022,191
2023-07,DHP022,186
2023-08,DHP022,186
2023-09,DHP022,183
2023-10,DHP022,186
2023-11,DHP022,186
2023-12,DHP022,195
2024-01,DHP022,186
2024-02,DHP022,186
2024-03,DHP022,182
2024-04,DHP022,186
2024-05,DHP022,186
2024-06,DHP022,197
2024-07,DHP022,186
2024-08,DHP022,186
2024-09,DHP022,198
2024-10,DHP022,186
2022-11,DHP023,252
2022-12,DHP023,249
2022-12,DHP023,249
2023-01,DHP023,252
2023-03,DHP023,237
2023-03,DHP023,237
2023-04,DHP023,252
2023-05,DHP023,252
2023-06,DHP023,258
2023-07,DHP023,252
2023-08,DHP023,252
2023-09,DHP023,248
2023-10,DHP023,252
2023-11,DHP023,252
2023-12,DHP023,264
2024-01,DHP023,252
2024-02,DHP023,252
2024-03,DHP023,247
2024-04,DHP023,252
2024-05,DHP023,252
2024-06,DHP023,267
2024-07,DHP023,252
2024-08,DHP023,252
2024-09,DHP023,268
2024-10,DHP023,252
2022-11,DHP024,209
2022-12,DHP024,206
2022-12,DHP024,206
2023-01,DHP024,209
2023-03,DHP024,197
2023-03,DHP024,197
2023-04,DHP024,209
2023-05,DHP024,209
2023-06,DHP024,214
2023-07,DHP024,209
2023-08,DHP024,209
2023-09,DHP024,206
2023-10,DHP024,209
2023-11,DHP024,209
2023-12,DHP024,219
2024-01,DHP024,209
2024-02,DHP024,209
2024-03,DHP024,205
2024-04,DHP024,209
2024-05,DHP024,209
2024-06,DHP024,222
2024-07,DHP024,209
2024-08,DHP024,209
2024-09,DHP024,222
2024-10,DHP024,209
2022-11,DHP025,121
2022-12,DHP025,119
2022-12,DHP025,119
2023-01,DHP025,121
2023-03,DHP025,114
2023-03,DHP025,114
2023-04,DHP025,121
2023-05,DHP025,121
2023-06,DHP025,124
2023-07,DHP025,121
2023-08,DHP025,121
2023-09,DHP025,119
2023-10,DHP025,121
2023-11,DHP025,121
2023-12,DHP025,127
2024-01,DHP025,121
2024-02,DHP025,121
2024-03,DHP025,118
2024-04,DHP025,121
2024-05,DHP025,121
2024-06,DHP025,128
2024-07,DHP025,121
2024-08,DHP025,121
2024-09,DHP025,129
2024-10,DHP025,121
2022-11,DHP026,93
2022-12,DHP026,92
2022-12,DHP026,92
2023-01,DHP026,93
2023-03,DHP026,87
2023-03,DHP026,87
2023-04,DHP026,93
2023-05,DHP026,93
2023-06,DHP026,95
2023-07,DHP026,93
2023-08,DHP026,93
2023-09,DHP026,91
2023-10,DHP026,93
2023-11,DHP026,93
2023-12,DHP026,97
2024-01,DHP026,93
2024-02,DHP026,93
2024-03,DHP026,91
2024-04,DHP026,93
2024-05,DHP026,93
2024-06,DHP026,98
2024-07,DHP026,93
2024-08,DHP026,93
2024-09,DHP026,99
2024-10,DHP026,93
2022-11,DHP027,197
2022-12,DHP027,195
2022-12,DHP027,195
2023-01,DHP027,197
2023-03,DHP027,185
2023-03,DHP027,185
2023-04,DHP027,197
2023-05,DHP027,197
2023-06,DHP027,202
2023-07,DHP027,197
2023-08,DHP027,197
2023-09,DHP027,194
2023-10,DHP027,197
2023-11,DHP027,197
2023-12,DHP027,207
2024-01,DHP027,197
2024-02,DHP027,197
2024-03,DHP027,193
2024-04,DHP027,197
2024-05,DHP027,197
2024-06,DHP027,209
2024-07,DHP027,197
2024-08,DHP027,197
2024-09,DHP027,210
2024-10,DHP027,197
2022-11,DHP028,264
2022-12,DHP028,261
2022-12,DHP028,261
2023-01,DHP028,264
2023-03,DHP028,248
2023-03,DHP028,248
2023-04,DHP028,264
2023-05,DHP028,264
2023-06,DHP028,271
2023-07,DHP028,264
2023-08,DHP028,264
2023-09,DHP028,260
2023-10,DHP028,264
2023-11,DHP028,264
2023-12,DHP028,277
2024-01,DHP028,264
2024-02,DHP028,264
2024-03,DHP028,258
2024-04,DHP028,264
2024-05,DHP028,264
2024-06,DHP028,280
2024-07,DHP028,264
2024-08,DHP028,264
2024-09,DHP028,281
2024-10,DHP028,264
2022-11,DHP029,58
2022-12,DHP029,57
2022-12,DHP029,57
2023-01,DHP029,58
2023-03,DHP029,54
2023-03,DHP029,54
2023-04,DHP029,58
2023-05,DHP029,58
2023-06,DHP029,59
2023-07,DHP029,58
2023-08,DHP029,58
2023-09,DHP029,57
2023-10,DHP029,58
2023-11,DHP029,58
2023-12,DHP029,60
2024-01,DHP029,58
2024-02,DHP029,58
2024-03,DHP029,56
2024-04,DHP029,58
2024-05,DHP029,58
2024-06,DHP029,61
2024-07,DHP029,58
2024-08,DHP029,58
2024-09,DHP029,61
2024-10,DHP029,58
2022-11,DHP030,49
2022-12,DHP030,48
2022-12,DHP030,48
2023-01,DHP030,49
2023-03,DHP030,46
2023-03,DHP030,46
2023-04,DHP030,49
2023-05,DHP030,49
2023-06,DHP030,50
2023-07,DHP030,49
2023-08,DHP030,49
2023-09,DHP030,48
2023-10,DHP030,49
2023-11,DHP030,49
2023-12,DHP030,51
2024-01,DHP030,49
2024-02,DHP030,49
2024-03,DHP030,48
2024-04,DHP030,49
2024-05,DHP030,49
2024-06,DHP030,52
2024-07,DHP030,49
2024-08,DHP030,49
2024-09,DHP030,52
2024-10,DHP030,49
2022-11,DHP031,235
2022-12,DHP031,232
2022-12,DHP031,232
2023-01,DHP031,235
2023-03,DHP031,221
2023-03,DHP031,221
2023-04,DHP031,235
2023-05,DHP031,235
2023-06,DHP031,241
2023-07,DHP031,235
2023-08,DHP031,235
2023-09,DHP031,232
2023-10,DHP031,235
2023-11,DHP031,235
2023-12,DHP031,247
2024-01,DHP031,235
2024-02,DHP031,235
2024-03,DHP031,230
2024-04,DHP031,235
2024-05,DHP031,235
2024-06,DHP031,249
2024-07,DHP031,235
2024-08,DHP031,235
2024-09,DHP031,250
2024-10,DHP031,235
2022-11,DHP032,80
2022-12,DHP032,79
2022-12,DHP032,79
2023-01,DHP032,80
2023-03,DHP032,75
2023-03,DHP032,75
2023-04,DHP032,80
2023-05,DHP032,80
2023-06,DHP032,82
2023-07,DHP032,80
2023-08,DHP032,80
2023-09,DHP032,79
2023-10,DHP032,80
2023-11,DHP032,80
2023-12,DHP032,84
2024-01,DHP032,80
2024-02,DHP032,80
2024-03,DHP032,78
2024-04,DHP032,80
2024-05,DHP032,80
2024-06,DHP032,85
2024-07,DHP032,80
2024-08,DHP032,80
2024-09,DHP032,85
2024-10,DHP032,80
2022-11,DHP033,143
2022-12,DHP033,141
2022-12,DHP033,141
2023-01,DHP033,143
2023-03,DHP033,134
2023-03,DHP033,134
2023-04,DHP033,143
2023-05,DHP033,143
2023-06,DHP033,146
2023-07,DHP033,143
2023-08,DHP033,143
2023-09,DHP033,141
2023-10,DHP033,143
2023-11,DHP033,143
2023-12,DHP033,150
2024-01,DHP033,143
2024-02,DHP033,143
2024-03,DHP033,140
2024-04,DHP033,143
2024-05,DHP033,143
2024-06,DHP033,151
2024-07,DHP033,143
2024-08,DHP033,143
2024-09,DHP033,152
2024-10,DHP033,143
2022-11,DHP034,165
2022-12,DHP034,163
2022-12,DHP034,163
2023-01,DHP034,165
2023-03,DHP034,155
2023-03,DHP034,155
2023-04,DHP034,165
2023-05,DHP034,165
2023-06,DHP034,169
2023-07,DHP034,165
2023-08,DHP034,165
2023-09,DHP034,162
2023-10,DHP034,165
2023-11,DHP034,165
2023-12,DHP034,173
2024-01,DHP034,165
2024-02,DHP034,165
2024-03,DHP034,161
2024-04,DHP034,165
2024-05,DHP034,165
2024-06,DHP034,175
2024-07,DHP034,165
2024-08,DHP034,165
2024-09,DHP034,176
2024-10,DHP034,165
2022-11,DHP035,164
2022-12,DHP035,162
2022-12,DHP035,162
2023-01,DHP035,164
2023-03,DHP035,154
2023-03,DHP035,154
2023-04,DHP035,164
2023-05,DHP035,164
2023-06,DHP035,168
2023-07,DHP035,164
2023-08,DHP035,164
2023-09,DHP035,161
2023-10,DHP035,164
2023-11,DHP035,164
2023-12,DHP035,172
2024-01,DHP035,164
2024-02,DHP035,164
2024-03,DHP035,160
2024-04,DHP035,164
2024-05,DHP035,164
2024-06,DHP035,174
2024-07,DHP035,164
2024-08,DHP035,164
2024-09,DHP035,174
2024-10,DHP035,164
2022-11,DHP036,92
2022-12,DHP036,91
2022-12,DHP036,91
2023-01,DHP036,92
2023-03,DHP036,86
2023-03,DHP036,86
2023-04,DHP036,92
2023-05,DHP036,92
2023-06,DHP036,94
2023-07,DHP036,92
2023-08,DHP036,92
2023-09,DHP036,90
2023-10,DHP036,92
2023-11,DHP036,92
2023-12,DHP036,96
2024-01,DHP036,92
2024-02,DHP036,92
2024-03,DHP036,90
2024-04,DHP036,92
2024-05,DHP036,92
2024-06,DHP036,97
2024-07,DHP036,92
2024-08,DHP036,92
2024-09,DHP036,98
2024-10,DHP036,92
2022-11,DHP037,281
2022-12,DHP037,278
2022-12,DHP037,278
2023-01,DHP037,281
2023-03,DHP037,265
2023-03,DHP037,265
2023-04,DHP037,281
2023-05,DHP037,281
2023-06,DHP037,288
2023-07,DHP037,281
2023-08,DHP037,281
2023-09,DHP037,277
2023-10,DHP037,281
2023-11,DHP037,281
2023-12,DHP037,295
2024-01,DHP037,281
2024-02,DHP037,281
2024-03,DHP037,275
2024-04,DHP037,281
2024-05,DHP037,281
2024-06,DHP037,298
2024-07,DHP037,281
2024-08,DHP037,281
2024-09,DHP037,299
2024-10,DHP037,281
2022-11,DHP038,36
2022-12,DHP038,35
2022-12,DHP038,35
2023-01,DHP038,36
2023-03,DHP038,33
2023-03,DHP038,33
2023-04,DHP038,36
2023-05,DHP038,36
2023-06,DHP038,36
2023-07,DHP038,36
2023-08,DHP038,36
2023-09,DHP038,35
2023-10,DHP038,36
2023-11,DHP038,36
2023-12,DHP038,37
2024-01,DHP038,36
2024-02,DHP038,36
2024-03,DHP038,35
2024-04,DHP038,36
2024-05,DHP038,36
2024-06,DHP038,38
2024-07,DHP038,36
2024-08,DHP038,36
2024-09,DHP038,38
2024-10,DHP038,36
2022-11,DHP039,59
2022-12,DHP039,58
2022-12,DHP039,58
2023-01,DHP039,59
2023-03,DHP039,55
2023-03,DHP039,55
2023-04,DHP039,59
2023-05,DHP039,59
2023-06,DHP039,60
2023-07,DHP039,59
2023-08,DHP039,59
2023-09,DHP039,58
2023-10,DHP039,59
2023-11,DHP039,59
2023-12,DHP039,62
2024-01,DHP039,59
2024-02,DHP039,59
2024-03,DHP039,57
2024-04,DHP039,59
2024-05,DHP039,59
2024-06,DHP039,62
2024-07,DHP039,59
2024-08,DHP039,59
2024-09,DHP039,62
2024-10,DHP039,59
2022-11,DHP040,154
2022-12,DHP040,152
2022-12,DHP040,152
2023-01,DHP040,154
2023-03,DHP040,145
2023-03,DHP040,145
2023-04,DHP040,154
2023-05,DHP040,154
2023-06,DHP040,158
2023-07,DHP040,154
2023-08,DHP040,154
2023-09,DHP040,152
2023-10,DHP040,154
2023-11,DHP040,154
2023-12,DHP040,161
2024-01,DHP040,154
2024-02,DHP040,154
2024-03,DHP040,151
2024-04,DHP040,154
2024-05,DHP040,154
2024-06,DHP040,163
2024-07,DHP040,154
2024-08,DHP040,154
2024-09,DHP040,164
2024-10,DHP040,154
2022-11,DHP041,86
2022-12,DHP041,85
2022-12,DHP041,85
2023-01,DHP041,86
2023-03,DHP041,81
2023-03,DHP041,81
2023-04,DHP041,86
2023-05,DHP041,86
2023-06,DHP041,88
2023-07,DHP041,86
2023-08,DHP041,86
2023-09,DHP041,84
2023-10,DHP041,86
2023-11,DHP041,86
2023-12,DHP041,90
2024-01,DHP041,86
2024-02,DHP041,86
2024-03,DHP041,84
2024-04,DHP041,86
2024-05,DHP041,86
2024-06,DHP041,91
2024-07,DHP041,86
2024-08,DHP041,86
2024-09,DHP041,91
2024-10,DHP041,86
2022-11,DHP042,220
2022-12,DHP042,217
2022-12,DHP042,217
2023-01,DHP042,220
2023-03,DHP042,207
2023-03,DHP042,207
2023-04,DHP042,220
2023-05,DHP042,220
2023-06,DHP042,226
2023-07,DHP042,220
2023-08,DHP042,220
2023-09,DHP042,217
2023-10,DHP042,220
2023-11,DHP042,220
2023-12,DHP042,231
2024-01,DHP042,220
2024-02,DHP042,220
2024-03,DHP042,215
2024-04,DHP042,220
2024-05,DHP042,220
2024-06,DHP042,233
2024-07,DHP042,220
2024-08,DHP042,220
2024-09,DHP042,234
2024-10,DHP042,220
2022-11,DHP043,222
2022-12,DHP043,219
2022-12,DHP043,219
2023-01,DHP043,222
2023-03,DHP043,209
2023-03,DHP043,209
2023-04,DHP043,222
2023-05,DHP043,222
2023-06,DHP043,228
2023-07,DHP043,222
2023-08,DHP043,222
2023-09,DHP043,219
2023-10,DHP043,222
2023-11,DHP043,222
2023-12,DHP043,233
2024-01,DHP043,222
2024-02,DHP043,222
2024-03,DHP043,217
2024-04,DHP043,222
2024-05,DHP043,222
2024-06,DHP043,235
2024-07,DHP043,222
2024-08,DHP043,222
2024-09,DHP043,236
2024-10,DHP043,222
2022-11,DHP044,101
2022-12,DHP044,100
2022-12,DHP044,100
2023-01,DHP044,101
2023-03,DHP044,95
2023-03,DHP044,95
2023-04,DHP044,101
2023-05,DHP044,101
2023-06,DHP044,103
2023-07,DHP044,101
2023-08,DHP044,101
2023-09,DHP044,99
2023-10,DHP044,101
2023-11,DHP044,101
2023-12,DHP044,106
2024-01,DHP044,101
2024-02,DHP044,101
2024-03,DHP044,99
2024-04,DHP044,101
2024-05,DHP044,101
2024-06,DHP044,107
2024-07,DHP044,101
2024-08,DHP044,101
2024-09,DHP044,107
2024-10,DHP044,101
2022-11,DHP045,290
2022-12,DHP045,287
2022-12,DHP045,287
2023-01,DHP045,290
2023-03,DHP045,273
2023-03,DHP045,273
2023-04,DHP045,290
2023-05,DHP045,290
2023-06,DHP045,298
2023-07,DHP045,290
2023-08,DHP045,290
2023-09,DHP045,286
2023-10,DHP045,290
2023-11,DHP045,290
2023-12,DHP045,300
2024-01,DHP045,290
2024-02,DHP045,290
2024-03,DHP045,284
2024-04,DHP045,290
2024-05,DHP045,290
2024-06,DHP045,300
2024-07,DHP045,290
2024-08,DHP045,290
2024-09,DHP045,300
2024-10,DHP045,290
2022-11,DHP046,194
2022-12,DHP046,192
2022-12,DHP046,192
2023-01,DHP046,194
2023-03,DHP046,182
2023-03,DHP046,182
2023-04,DHP046,194
2023-05,DHP046,194
2023-06,DHP046,199
2023-07,DHP046,194
2023-08,DHP046,194
2023-09,DHP046,191
2023-10,DHP046,194
2023-11,DHP046,194
2023-12,DHP046,203
2024-01,DHP046,194
2024-02,DHP046,194
2024-03,DHP046,190
2024-04,DHP046,194
2024-05,DHP046,194
2024-06,DHP046,206
2024-07,DHP046,194
2024-08,DHP046,194
2024-09,DHP046,206
2024-10,DHP046,194
2022-11,DHP047,267
2022-12,DHP047,264
2022-12,DHP047,264
2023-01,DHP047,267
2023-03,DHP047,251
2023-03,DHP047,251
2023-04,DHP047,267
2023-05,DHP047,267
2023-06,DHP047,274
2023-07,DHP047,267
2023-08,DHP047,267
2023-09,DHP047,263
2023-10,DHP047,267
2023-11,DHP047,267
